as_of,strategy,fwd_months,fwd_ann_return,fwd_ann_vol,fwd_sharpe,fwd_max_dd
2025-11,steady_carry,6,-0.005882033401041098,0.009801579328480107,-2.6405982682644393,0.007401748707420941
2025-11,balanced_core,6,-0.22298119020863905,0.07373578431855407,-3.29529539089066,0.11851329573761527
2025-11,global_equity_momentum,6,-0.43499658967108856,0.22796986830793434,-1.9958628438408093,0.27240140590042716
2025-11,all_weather_risk_parity,6,-0.026153967321801752,0.07318951068391287,-0.6306090434342314,0.057495573266014066
2025-11,aggressive_frontier,6,-0.6354161304985055,0.3742076511171966,-1.751477097119103,0.41128054019891025
2025-11,crypto_barbell,6,-0.7336462216453017,0.554632383468898,-1.35882116534864,0.5144726788623868
2026-02,steady_carry,6,0.044838117317899995,0.010721625227005987,2.3166373373448006,0.0022388052491774113
2026-02,balanced_core,6,0.13867397603304932,0.0330797661615363,3.5875095202770266,0.0
2026-02,global_equity_momentum,6,0.08444981761520864,0.13011759938895928,0.4953197562656334,0.06848440451171278
2026-02,all_weather_risk_parity,6,0.12680697327808077,0.042816753378346506,2.4945135922448456,0.00040240608404928935
2026-02,aggressive_frontier,6,0.028388022329177698,0.1354613727251783,0.061921876033215556,0.06298636459506568
2026-02,crypto_barbell,6,-0.13248447380315465,0.21350275691728945,-0.7142037695664362,0.14345330618110996
